heuristic,machines,tasks,makespan,time_nano,iterations,param
SimulatedAnnealing,10,32,229,4429,34,0.80
SimulatedAnnealing,10,32,143,2755,34,0.80
SimulatedAnnealing,10,32,176,2595,34,0.80
SimulatedAnnealing,10,32,157,2705,34,0.80
SimulatedAnnealing,10,32,179,2745,34,0.80
SimulatedAnnealing,10,32,179,4028,34,0.80
SimulatedAnnealing,10,32,174,2705,34,0.80
SimulatedAnnealing,10,32,226,2755,34,0.80
SimulatedAnnealing,10,32,171,2665,34,0.80
SimulatedAnnealing,10,32,185,2665,34,0.80
SimulatedAnnealing,10,32,159,3977,34,0.80
SimulatedAnnealing,10,32,172,2635,34,0.80
SimulatedAnnealing,10,32,172,2845,34,0.80
SimulatedAnnealing,10,32,180,2685,34,0.80
SimulatedAnnealing,10,32,172,2735,34,0.80
SimulatedAnnealing,10,32,168,4048,34,0.80
SimulatedAnnealing,10,32,166,2665,34,0.80
SimulatedAnnealing,10,32,189,4058,34,0.80
SimulatedAnnealing,10,32,212,2745,34,0.80
SimulatedAnnealing,10,32,194,2705,34,0.80
SimulatedAnnealing,10,32,166,2665,34,0.80
SimulatedAnnealing,10,32,230,2675,34,0.80
SimulatedAnnealing,10,32,154,5239,34,0.80
SimulatedAnnealing,10,32,151,2785,34,0.80
SimulatedAnnealing,10,32,184,2635,34,0.80
SimulatedAnnealing,10,32,168,2655,34,0.80
SimulatedAnnealing,10,32,179,2705,34,0.80
SimulatedAnnealing,10,32,204,4138,34,0.80
SimulatedAnnealing,10,32,146,2855,34,0.80
SimulatedAnnealing,10,32,181,2865,34,0.80
SimulatedAnnealing,10,32,186,2695,34,0.80
SimulatedAnnealing,10,32,224,2765,34,0.80
SimulatedAnnealing,10,32,167,4038,34,0.80
SimulatedAnnealing,10,32,184,2645,34,0.80
SimulatedAnnealing,10,32,141,2575,34,0.80
SimulatedAnnealing,10,32,194,2846,34,0.80
SimulatedAnnealing,10,32,190,2816,34,0.80
SimulatedAnnealing,10,32,152,5521,34,0.80
SimulatedAnnealing,10,32,176,2875,34,0.80
SimulatedAnnealing,10,32,203,2645,34,0.80
SimulatedAnnealing,10,32,190,2705,34,0.80
SimulatedAnnealing,10,32,230,2765,34,0.80
SimulatedAnnealing,10,32,183,3918,34,0.80
SimulatedAnnealing,10,32,170,2755,34,0.80
SimulatedAnnealing,10,32,282,2945,34,0.80
SimulatedAnnealing,10,32,181,2725,34,0.80
SimulatedAnnealing,10,32,155,2555,34,0.80
SimulatedAnnealing,10,32,163,4018,34,0.80
SimulatedAnnealing,10,32,162,2675,34,0.80
SimulatedAnnealing,10,32,188,3848,34,0.80
SimulatedAnnealing,10,32,170,2514,34,0.80
SimulatedAnnealing,10,32,214,2675,34,0.80
SimulatedAnnealing,10,32,156,2695,34,0.80
SimulatedAnnealing,10,32,176,2555,34,0.80
SimulatedAnnealing,10,32,186,4048,34,0.80
SimulatedAnnealing,10,32,184,2685,34,0.80
SimulatedAnnealing,10,32,154,2635,34,0.80
SimulatedAnnealing,10,32,182,2745,34,0.80
SimulatedAnnealing,10,32,181,2224,25,0.80
SimulatedAnnealing,10,32,187,5470,34,0.80
SimulatedAnnealing,10,32,157,2685,34,0.80
SimulatedAnnealing,10,32,192,2645,34,0.80
SimulatedAnnealing,10,32,219,2735,34,0.80
SimulatedAnnealing,10,32,201,2725,34,0.80
SimulatedAnnealing,10,32,160,4007,34,0.80
SimulatedAnnealing,10,32,177,2545,34,0.80
SimulatedAnnealing,10,32,208,2745,34,0.80
SimulatedAnnealing,10,32,173,2755,34,0.80
SimulatedAnnealing,10,32,144,2715,34,0.80
SimulatedAnnealing,10,32,217,3948,34,0.80
SimulatedAnnealing,10,32,157,2655,34,0.80
SimulatedAnnealing,10,32,186,2726,34,0.80
SimulatedAnnealing,10,32,224,2865,34,0.80
SimulatedAnnealing,10,32,169,2715,34,0.80
SimulatedAnnealing,10,32,205,4228,34,0.85
SimulatedAnnealing,10,32,186,2755,34,0.85
SimulatedAnnealing,10,32,195,2695,34,0.85
SimulatedAnnealing,10,32,187,2725,34,0.85
SimulatedAnnealing,10,32,180,2735,34,0.85
SimulatedAnnealing,10,32,204,3957,34,0.85
SimulatedAnnealing,10,32,180,2595,34,0.85
SimulatedAnnealing,10,32,241,4168,34,0.85
SimulatedAnnealing,10,32,234,2565,34,0.85
SimulatedAnnealing,10,32,183,2675,34,0.85
SimulatedAnnealing,10,32,203,2815,34,0.85
SimulatedAnnealing,10,32,187,2715,34,0.85
SimulatedAnnealing,10,32,173,3907,34,0.85
SimulatedAnnealing,10,32,171,2845,34,0.85
SimulatedAnnealing,10,32,187,2725,34,0.85
SimulatedAnnealing,10,32,188,2725,34,0.85
SimulatedAnnealing,10,32,179,2665,34,0.85
SimulatedAnnealing,10,32,194,3818,34,0.85
SimulatedAnnealing,10,32,211,2835,34,0.85
SimulatedAnnealing,10,32,229,2755,34,0.85
SimulatedAnnealing,10,32,190,2875,34,0.85
SimulatedAnnealing,10,32,212,2735,34,0.85
SimulatedAnnealing,10,32,208,4889,34,0.85
SimulatedAnnealing,10,32,156,2625,34,0.85
SimulatedAnnealing,10,32,189,2665,34,0.85
SimulatedAnnealing,10,32,214,2765,34,0.85
SimulatedAnnealing,10,32,184,2775,34,0.85
SimulatedAnnealing,10,32,183,3988,34,0.85
SimulatedAnnealing,10,32,224,2795,34,0.85
SimulatedAnnealing,10,32,198,2655,34,0.85
SimulatedAnnealing,10,32,213,2645,34,0.85
SimulatedAnnealing,10,32,201,2735,34,0.85
SimulatedAnnealing,10,32,252,3958,34,0.85
SimulatedAnnealing,10,32,173,2715,34,0.85
SimulatedAnnealing,10,32,183,2886,34,0.85
SimulatedAnnealing,10,32,161,2535,34,0.85
SimulatedAnnealing,10,32,177,2745,34,0.85
SimulatedAnnealing,10,32,191,4018,34,0.85
SimulatedAnnealing,10,32,132,2795,34,0.85
SimulatedAnnealing,10,32,171,4028,34,0.85
SimulatedAnnealing,10,32,208,2815,34,0.85
SimulatedAnnealing,10,32,182,2765,34,0.85
SimulatedAnnealing,10,32,166,2605,34,0.85
SimulatedAnnealing,10,32,187,2575,34,0.85
SimulatedAnnealing,10,32,215,5821,34,0.85
SimulatedAnnealing,10,32,182,2726,34,0.85
SimulatedAnnealing,10,32,190,2595,34,0.85
SimulatedAnnealing,10,32,229,2765,34,0.85
SimulatedAnnealing,10,32,196,2715,34,0.85
SimulatedAnnealing,10,32,173,4188,34,0.85
SimulatedAnnealing,10,32,189,2755,34,0.85
SimulatedAnnealing,10,32,157,2615,34,0.85
SimulatedAnnealing,10,32,154,2885,34,0.85
SimulatedAnnealing,10,32,161,2845,34,0.85
SimulatedAnnealing,10,32,232,4248,34,0.85
SimulatedAnnealing,10,32,170,2124,23,0.85
SimulatedAnnealing,10,32,223,2766,34,0.85
SimulatedAnnealing,10,32,226,2705,34,0.85
SimulatedAnnealing,10,32,178,2705,34,0.85
SimulatedAnnealing,10,32,217,3717,26,0.85
SimulatedAnnealing,10,32,182,2705,34,0.85
SimulatedAnnealing,10,32,177,2585,34,0.85
SimulatedAnnealing,10,32,204,2585,34,0.85
SimulatedAnnealing,10,32,191,2625,34,0.85
SimulatedAnnealing,10,32,231,4127,34,0.85
SimulatedAnnealing,10,32,179,2675,34,0.85
SimulatedAnnealing,10,32,239,2655,34,0.85
SimulatedAnnealing,10,32,203,2775,34,0.85
SimulatedAnnealing,10,32,193,2685,34,0.85
SimulatedAnnealing,10,32,202,3977,34,0.85
SimulatedAnnealing,10,32,162,2685,34,0.85
SimulatedAnnealing,10,32,168,3807,34,0.85
SimulatedAnnealing,10,32,160,2685,34,0.85
SimulatedAnnealing,10,32,182,2865,34,0.85
SimulatedAnnealing,10,32,170,2645,34,0.85
SimulatedAnnealing,10,32,152,2735,34,0.85
SimulatedAnnealing,10,32,210,4058,34,0.85
SimulatedAnnealing,10,32,251,2775,34,0.85
SimulatedAnnealing,10,32,191,2715,34,0.85
SimulatedAnnealing,10,32,162,2274,23,0.85
SimulatedAnnealing,10,32,193,2635,34,0.85
SimulatedAnnealing,10,32,183,3917,34,0.85
SimulatedAnnealing,10,32,153,2695,34,0.85
SimulatedAnnealing,10,32,195,2695,34,0.85
SimulatedAnnealing,10,32,195,2735,34,0.85
SimulatedAnnealing,10,32,169,2585,34,0.85
SimulatedAnnealing,10,32,193,4088,34,0.85
SimulatedAnnealing,10,32,157,2605,34,0.85
SimulatedAnnealing,10,32,169,2004,22,0.85
SimulatedAnnealing,10,32,183,2735,34,0.85
SimulatedAnnealing,10,32,238,2755,34,0.85
SimulatedAnnealing,10,32,169,3937,34,0.85
SimulatedAnnealing,10,32,165,2716,34,0.85
SimulatedAnnealing,10,32,241,2725,34,0.85
SimulatedAnnealing,10,32,189,2645,34,0.85
SimulatedAnnealing,10,32,153,2625,34,0.85
SimulatedAnnealing,10,32,178,4058,34,0.85
SimulatedAnnealing,10,32,183,2625,34,0.85
SimulatedAnnealing,10,32,234,2685,34,0.85
SimulatedAnnealing,10,32,187,2685,34,0.85
SimulatedAnnealing,10,32,183,2665,34,0.90
SimulatedAnnealing,10,32,185,3988,34,0.90
SimulatedAnnealing,10,32,198,2795,34,0.90
SimulatedAnnealing,10,32,164,4258,34,0.90
SimulatedAnnealing,10,32,185,2765,34,0.90
SimulatedAnnealing,10,32,207,2655,34,0.90
SimulatedAnnealing,10,32,182,2765,34,0.90
SimulatedAnnealing,10,32,180,2294,25,0.90
SimulatedAnnealing,10,32,176,3897,34,0.90
SimulatedAnnealing,10,32,218,2825,34,0.90
SimulatedAnnealing,10,32,200,2805,34,0.90
SimulatedAnnealing,10,32,193,2645,34,0.90
SimulatedAnnealing,10,32,189,2605,34,0.90
SimulatedAnnealing,10,32,194,4017,34,0.90
SimulatedAnnealing,10,32,161,2585,34,0.90
SimulatedAnnealing,10,32,186,2645,34,0.90
SimulatedAnnealing,10,32,199,2645,34,0.90
SimulatedAnnealing,10,32,220,2865,34,0.90
SimulatedAnnealing,10,32,236,4048,34,0.90
SimulatedAnnealing,10,32,161,2194,23,0.90
SimulatedAnnealing,10,32,220,2946,34,0.90
SimulatedAnnealing,10,32,222,2675,34,0.90
SimulatedAnnealing,10,32,202,2755,34,0.90
SimulatedAnnealing,10,32,198,4028,34,0.90
SimulatedAnnealing,10,32,174,2735,34,0.90
SimulatedAnnealing,10,32,169,2635,34,0.90
SimulatedAnnealing,10,32,187,2745,34,0.90
SimulatedAnnealing,10,32,226,2625,34,0.90
SimulatedAnnealing,10,32,205,3937,34,0.90
SimulatedAnnealing,10,32,187,2805,34,0.90
SimulatedAnnealing,10,32,211,2705,34,0.90
SimulatedAnnealing,10,32,203,2605,34,0.90
SimulatedAnnealing,10,32,180,2865,34,0.90
SimulatedAnnealing,10,32,193,4128,34,0.90
SimulatedAnnealing,10,32,201,2816,34,0.90
SimulatedAnnealing,10,32,189,3998,34,0.90
SimulatedAnnealing,10,32,240,2685,34,0.90
SimulatedAnnealing,10,32,202,2856,34,0.90
SimulatedAnnealing,10,32,149,2706,34,0.90
SimulatedAnnealing,10,32,190,2705,34,0.90
SimulatedAnnealing,10,32,232,3877,34,0.90
SimulatedAnnealing,10,32,166,2625,34,0.90
SimulatedAnnealing,10,32,182,2765,34,0.90
SimulatedAnnealing,10,32,233,2635,34,0.90
SimulatedAnnealing,10,32,193,2706,34,0.90
SimulatedAnnealing,10,32,182,4138,34,0.90
SimulatedAnnealing,10,32,163,2665,34,0.90
SimulatedAnnealing,10,32,177,2755,34,0.90
SimulatedAnnealing,10,32,187,2786,34,0.90
SimulatedAnnealing,10,32,188,2665,34,0.90
SimulatedAnnealing,10,32,226,4147,34,0.90
SimulatedAnnealing,10,32,148,2716,34,0.90
SimulatedAnnealing,10,32,188,2755,34,0.90
SimulatedAnnealing,10,32,196,2685,34,0.90
SimulatedAnnealing,10,32,186,2595,34,0.90
SimulatedAnnealing,10,32,166,3998,34,0.90
SimulatedAnnealing,10,32,166,2635,34,0.90
SimulatedAnnealing,10,32,209,2745,34,0.90
SimulatedAnnealing,10,32,192,2765,34,0.90
SimulatedAnnealing,10,32,241,2635,34,0.90
SimulatedAnnealing,10,32,177,5279,34,0.90
SimulatedAnnealing,10,32,135,2034,22,0.90
SimulatedAnnealing,10,32,185,2615,34,0.90
SimulatedAnnealing,10,32,226,2785,34,0.90
SimulatedAnnealing,10,32,186,2715,34,0.90
SimulatedAnnealing,10,32,171,3987,34,0.90
SimulatedAnnealing,10,32,156,2635,34,0.90
SimulatedAnnealing,10,32,186,4168,34,0.90
SimulatedAnnealing,10,32,181,2855,34,0.90
SimulatedAnnealing,10,32,196,2645,34,0.90
SimulatedAnnealing,10,32,148,2715,34,0.90
SimulatedAnnealing,10,32,180,2695,34,0.90
SimulatedAnnealing,10,32,151,4558,34,0.90
SimulatedAnnealing,10,32,196,2585,34,0.90
SimulatedAnnealing,10,32,170,2134,23,0.90
SimulatedAnnealing,10,32,160,2585,34,0.90
SimulatedAnnealing,10,32,160,2595,34,0.90
SimulatedAnnealing,10,32,193,4107,34,0.90
SimulatedAnnealing,10,32,186,2735,34,0.90
SimulatedAnnealing,10,32,201,2736,34,0.90
SimulatedAnnealing,10,32,229,2534,34,0.90
SimulatedAnnealing,10,32,200,2805,34,0.90
SimulatedAnnealing,10,32,165,3937,34,0.90
SimulatedAnnealing,10,32,174,2775,34,0.90
SimulatedAnnealing,10,32,223,2695,34,0.90
SimulatedAnnealing,10,32,163,2634,34,0.90
SimulatedAnnealing,10,32,216,2685,34,0.90
SimulatedAnnealing,10,32,175,3788,34,0.90
SimulatedAnnealing,10,32,230,2675,34,0.90
SimulatedAnnealing,10,32,173,2675,34,0.90
SimulatedAnnealing,10,32,199,2735,34,0.90
SimulatedAnnealing,10,32,205,2585,34,0.90
SimulatedAnnealing,10,32,176,3807,34,0.90
SimulatedAnnealing,10,32,220,2665,34,0.90
SimulatedAnnealing,10,32,168,2615,34,0.90
SimulatedAnnealing,10,32,216,2745,34,0.90
SimulatedAnnealing,10,32,203,2825,34,0.90
SimulatedAnnealing,10,32,178,4769,34,0.90
SimulatedAnnealing,10,32,203,2806,34,0.90
SimulatedAnnealing,10,32,164,3937,34,0.90
SimulatedAnnealing,10,32,191,2795,34,0.95
SimulatedAnnealing,10,32,176,2615,34,0.95
SimulatedAnnealing,10,32,176,2685,34,0.95
SimulatedAnnealing,10,32,199,2655,34,0.95
SimulatedAnnealing,10,32,164,3847,34,0.95
SimulatedAnnealing,10,32,230,2835,34,0.95
SimulatedAnnealing,10,32,187,2726,34,0.95
SimulatedAnnealing,10,32,239,2665,34,0.95
SimulatedAnnealing,10,32,190,2675,34,0.95
SimulatedAnnealing,10,32,186,4168,34,0.95
SimulatedAnnealing,10,32,203,2705,34,0.95
SimulatedAnnealing,10,32,180,2655,34,0.95
SimulatedAnnealing,10,32,235,2825,34,0.95
SimulatedAnnealing,10,32,201,2826,34,0.95
SimulatedAnnealing,10,32,192,4058,34,0.95
SimulatedAnnealing,10,32,160,2575,34,0.95
SimulatedAnnealing,10,32,192,2725,34,0.95
SimulatedAnnealing,10,32,189,2635,34,0.95
SimulatedAnnealing,10,32,211,2565,34,0.95
SimulatedAnnealing,10,32,191,3947,34,0.95
SimulatedAnnealing,10,32,194,2805,34,0.95
SimulatedAnnealing,10,32,229,2585,34,0.95
SimulatedAnnealing,10,32,226,2795,34,0.95
SimulatedAnnealing,10,32,176,2665,34,0.95
SimulatedAnnealing,10,32,161,3877,34,0.95
SimulatedAnnealing,10,32,176,2695,34,0.95
SimulatedAnnealing,10,32,202,2665,34,0.95
SimulatedAnnealing,10,32,183,2544,34,0.95
SimulatedAnnealing,10,32,191,2625,34,0.95
SimulatedAnnealing,10,32,180,4028,34,0.95
SimulatedAnnealing,10,32,241,2745,34,0.95
SimulatedAnnealing,10,32,184,3987,34,0.95
SimulatedAnnealing,10,32,180,2725,34,0.95
SimulatedAnnealing,10,32,187,2765,34,0.95
SimulatedAnnealing,10,32,190,2615,34,0.95
SimulatedAnnealing,10,32,174,2685,34,0.95
SimulatedAnnealing,10,32,219,3947,34,0.95
SimulatedAnnealing,10,32,192,2696,34,0.95
SimulatedAnnealing,10,32,244,2695,34,0.95
SimulatedAnnealing,10,32,139,2866,34,0.95
SimulatedAnnealing,10,32,181,2615,34,0.95
SimulatedAnnealing,10,32,201,4348,34,0.95
SimulatedAnnealing,10,32,229,2735,34,0.95
SimulatedAnnealing,10,32,204,2785,34,0.95
SimulatedAnnealing,10,32,163,2043,22,0.95
SimulatedAnnealing,10,32,179,2885,34,0.95
SimulatedAnnealing,10,32,183,3977,34,0.95
SimulatedAnnealing,10,32,175,2625,34,0.95
SimulatedAnnealing,10,32,190,2675,34,0.95
SimulatedAnnealing,10,32,151,2575,34,0.95
SimulatedAnnealing,10,32,215,2765,34,0.95
SimulatedAnnealing,10,32,172,4088,34,0.95
SimulatedAnnealing,10,32,194,3106,34,0.95
SimulatedAnnealing,10,32,182,2836,34,0.95
SimulatedAnnealing,10,32,228,2816,34,0.95
SimulatedAnnealing,10,32,190,2625,34,0.95
SimulatedAnnealing,10,32,209,4187,34,0.95
SimulatedAnnealing,10,32,170,2635,34,0.95
SimulatedAnnealing,10,32,186,2675,34,0.95
SimulatedAnnealing,10,32,216,2625,34,0.95
SimulatedAnnealing,10,32,180,2785,34,0.95
SimulatedAnnealing,10,32,218,3967,34,0.95
SimulatedAnnealing,10,32,231,2655,34,0.95
SimulatedAnnealing,10,32,177,4078,34,0.95
SimulatedAnnealing,10,32,176,2775,34,0.95
SimulatedAnnealing,10,32,180,2595,34,0.95
SimulatedAnnealing,10,32,180,2785,34,0.95
SimulatedAnnealing,10,32,186,2595,34,0.95
SimulatedAnnealing,10,32,219,6032,34,0.95
SimulatedAnnealing,10,32,157,2855,34,0.95
SimulatedAnnealing,10,32,211,2786,34,0.95
SimulatedAnnealing,10,32,219,2755,34,0.95
SimulatedAnnealing,10,32,176,2585,34,0.95
SimulatedAnnealing,10,32,218,4248,34,0.95
SimulatedAnnealing,10,32,170,2535,34,0.95
SimulatedAnnealing,10,32,187,2595,34,0.95
SimulatedAnnealing,10,32,166,2634,34,0.95
SimulatedAnnealing,10,32,167,2074,23,0.95
SimulatedAnnealing,10,32,184,4097,34,0.95
SimulatedAnnealing,10,32,194,2715,34,0.95
SimulatedAnnealing,10,32,199,2705,34,0.95
SimulatedAnnealing,10,32,208,2675,34,0.95
SimulatedAnnealing,10,32,217,2776,34,0.95
SimulatedAnnealing,10,32,200,3987,34,0.95
SimulatedAnnealing,10,32,199,2675,34,0.95
SimulatedAnnealing,10,32,168,2655,34,0.95
SimulatedAnnealing,10,32,216,2705,34,0.95
SimulatedAnnealing,10,32,207,2805,34,0.95
SimulatedAnnealing,10,32,194,10820,34,0.95
SimulatedAnnealing,10,32,172,2655,34,0.95
SimulatedAnnealing,10,32,222,2645,34,0.95
SimulatedAnnealing,10,32,187,2695,34,0.95
SimulatedAnnealing,10,32,227,2695,34,0.95
SimulatedAnnealing,10,32,213,4018,34,0.95
SimulatedAnnealing,10,32,170,2635,34,0.95
SimulatedAnnealing,10,32,149,3958,34,0.95
SimulatedAnnealing,10,32,232,2624,34,0.95
SimulatedAnnealing,10,32,211,2585,34,0.95
SimulatedAnnealing,10,32,177,2795,34,0.95
SimulatedAnnealing,10,32,174,2635,34,0.95
SimulatedAnnealing,10,32,182,4048,34,0.99
SimulatedAnnealing,10,32,195,2675,34,0.99
SimulatedAnnealing,10,32,184,2605,34,0.99
SimulatedAnnealing,10,32,177,2645,34,0.99
SimulatedAnnealing,10,32,184,2845,34,0.99
SimulatedAnnealing,10,32,181,5200,34,0.99
SimulatedAnnealing,10,32,170,2144,24,0.99
SimulatedAnnealing,10,32,137,2845,34,0.99
SimulatedAnnealing,10,32,186,2615,34,0.99
SimulatedAnnealing,10,32,159,1863,20,0.99
SimulatedAnnealing,10,32,161,3847,34,0.99
SimulatedAnnealing,10,32,183,2605,34,0.99
SimulatedAnnealing,10,32,188,2685,34,0.99
SimulatedAnnealing,10,32,158,2705,34,0.99
SimulatedAnnealing,10,32,177,2545,34,0.99
SimulatedAnnealing,10,32,174,3977,34,0.99
SimulatedAnnealing,10,32,249,2675,34,0.99
SimulatedAnnealing,10,32,199,2715,34,0.99
SimulatedAnnealing,10,32,194,2705,34,0.99
SimulatedAnnealing,10,32,213,2685,34,0.99
SimulatedAnnealing,10,32,204,3987,34,0.99
SimulatedAnnealing,10,32,247,2836,34,0.99
SimulatedAnnealing,10,32,228,2735,34,0.99
SimulatedAnnealing,10,32,169,2675,34,0.99
SimulatedAnnealing,10,32,244,2655,34,0.99
SimulatedAnnealing,10,32,165,4107,34,0.99
SimulatedAnnealing,10,32,237,2705,34,0.99
SimulatedAnnealing,10,32,233,3998,34,0.99
SimulatedAnnealing,10,32,208,2775,34,0.99
SimulatedAnnealing,10,32,242,2715,34,0.99
SimulatedAnnealing,10,32,210,2735,34,0.99
SimulatedAnnealing,10,32,183,2655,34,0.99
SimulatedAnnealing,10,32,165,4018,34,0.99
SimulatedAnnealing,10,32,185,2635,34,0.99
SimulatedAnnealing,10,32,193,2846,34,0.99
SimulatedAnnealing,10,32,159,2675,34,0.99
SimulatedAnnealing,10,32,190,2725,34,0.99
SimulatedAnnealing,10,32,176,3636,25,0.99
SimulatedAnnealing,10,32,188,2605,34,0.99
SimulatedAnnealing,10,32,218,2645,34,0.99
SimulatedAnnealing,10,32,131,2345,25,0.99
SimulatedAnnealing,10,32,189,2575,34,0.99
SimulatedAnnealing,10,32,164,3988,34,0.99
SimulatedAnnealing,10,32,178,2605,34,0.99
SimulatedAnnealing,10,32,191,2645,34,0.99
SimulatedAnnealing,10,32,190,2785,34,0.99
SimulatedAnnealing,10,32,181,2585,34,0.99
SimulatedAnnealing,10,32,185,4068,34,0.99
SimulatedAnnealing,10,32,178,2615,34,0.99
SimulatedAnnealing,10,32,181,2775,34,0.99
SimulatedAnnealing,10,32,182,2745,34,0.99
SimulatedAnnealing,10,32,180,2775,34,0.99
SimulatedAnnealing,10,32,183,4018,34,0.99
SimulatedAnnealing,10,32,221,2736,34,0.99
SimulatedAnnealing,10,32,189,2685,34,0.99
SimulatedAnnealing,10,32,241,2715,34,0.99
SimulatedAnnealing,10,32,200,2605,34,0.99
SimulatedAnnealing,10,32,230,4227,34,0.99
SimulatedAnnealing,10,32,171,2796,34,0.99
SimulatedAnnealing,10,32,193,4098,34,0.99
SimulatedAnnealing,10,32,163,2745,34,0.99
SimulatedAnnealing,10,32,235,2705,34,0.99
SimulatedAnnealing,10,32,220,2685,34,0.99
SimulatedAnnealing,10,32,221,2765,34,0.99
SimulatedAnnealing,10,32,201,4409,34,0.99
SimulatedAnnealing,10,32,215,2615,34,0.99
SimulatedAnnealing,10,32,186,2665,34,0.99
SimulatedAnnealing,10,32,185,2675,34,0.99
SimulatedAnnealing,10,32,194,2795,34,0.99
SimulatedAnnealing,10,32,197,8587,34,0.99
SimulatedAnnealing,10,32,202,2825,34,0.99
SimulatedAnnealing,10,32,238,2725,34,0.99
SimulatedAnnealing,10,32,184,2936,34,0.99
SimulatedAnnealing,10,32,223,2725,34,0.99
SimulatedAnnealing,10,32,238,3957,34,0.99
SimulatedAnnealing,10,32,224,2625,34,0.99
SimulatedAnnealing,10,32,169,2805,34,0.99
SimulatedAnnealing,10,32,210,2836,34,0.99
SimulatedAnnealing,10,32,184,2925,34,0.99
SimulatedAnnealing,10,32,154,3888,34,0.99
SimulatedAnnealing,10,32,207,3516,34,0.99
SimulatedAnnealing,10,32,194,2775,34,0.99
SimulatedAnnealing,10,32,224,2835,34,0.99
SimulatedAnnealing,10,32,205,2685,34,0.99
SimulatedAnnealing,10,32,187,3977,34,0.99
SimulatedAnnealing,10,32,184,2715,34,0.99
SimulatedAnnealing,10,32,212,2835,34,0.99
SimulatedAnnealing,10,32,238,2746,34,0.99
SimulatedAnnealing,10,32,232,2795,34,0.99
SimulatedAnnealing,10,32,181,4137,34,0.99
SimulatedAnnealing,10,32,173,2625,34,0.99
SimulatedAnnealing,10,32,198,4158,34,0.99
SimulatedAnnealing,10,32,170,2756,34,0.99
SimulatedAnnealing,10,32,228,2725,34,0.99
SimulatedAnnealing,10,32,187,2755,34,0.99
SimulatedAnnealing,10,32,182,2886,34,0.99
SimulatedAnnealing,10,32,190,4168,34,0.99
SimulatedAnnealing,10,32,183,2645,34,0.99
SimulatedAnnealing,10,32,173,2705,34,0.99
SimulatedAnnealing,10,32,208,2895,34,0.99
SimulatedAnnealing,10,100,506,8777,102,0.80
SimulatedAnnealing,10,100,482,6442,68,0.80
SimulatedAnnealing,10,100,505,8506,102,0.80
SimulatedAnnealing,10,100,599,9749,102,0.80
SimulatedAnnealing,10,100,497,9388,102,0.80
SimulatedAnnealing,10,100,542,8646,102,0.80
SimulatedAnnealing,10,100,474,8416,102,0.80
SimulatedAnnealing,10,100,478,8045,102,0.80
SimulatedAnnealing,10,100,507,6472,71,0.80
SimulatedAnnealing,10,100,478,6502,68,0.80
SimulatedAnnealing,10,100,465,8075,102,0.80
SimulatedAnnealing,10,100,518,8536,102,0.80
SimulatedAnnealing,10,100,498,8336,102,0.80
SimulatedAnnealing,10,100,511,9418,102,0.80
SimulatedAnnealing,10,100,507,8255,102,0.80
SimulatedAnnealing,10,100,462,7554,68,0.80
SimulatedAnnealing,10,100,478,8406,102,0.80
SimulatedAnnealing,10,100,515,8266,102,0.80
SimulatedAnnealing,10,100,527,8886,102,0.80
SimulatedAnnealing,10,100,494,7975,102,0.80
SimulatedAnnealing,10,100,523,9628,102,0.80
SimulatedAnnealing,10,100,566,14598,102,0.80
SimulatedAnnealing,10,100,491,8336,102,0.80
SimulatedAnnealing,10,100,497,8065,102,0.80
SimulatedAnnealing,10,100,460,6472,68,0.80
SimulatedAnnealing,10,100,590,8436,102,0.80
SimulatedAnnealing,10,100,533,8586,102,0.80
SimulatedAnnealing,10,100,467,7945,102,0.80
SimulatedAnnealing,10,100,499,7935,102,0.80
SimulatedAnnealing,10,100,518,7725,71,0.80
SimulatedAnnealing,10,100,440,8426,102,0.80
SimulatedAnnealing,10,100,552,7955,71,0.80
SimulatedAnnealing,10,100,520,7985,102,0.80
SimulatedAnnealing,10,100,465,9678,102,0.80
SimulatedAnnealing,10,100,454,8005,102,0.80
SimulatedAnnealing,10,100,477,8486,102,0.80
SimulatedAnnealing,10,100,533,8106,102,0.80
SimulatedAnnealing,10,100,574,8897,102,0.80
SimulatedAnnealing,10,100,543,8556,102,0.80
SimulatedAnnealing,10,100,500,8266,102,0.80
SimulatedAnnealing,10,100,520,7965,69,0.80
SimulatedAnnealing,10,100,520,8486,102,0.80
SimulatedAnnealing,10,100,491,9488,102,0.80
SimulatedAnnealing,10,100,471,8356,102,0.80
SimulatedAnnealing,10,100,587,8065,102,0.80
SimulatedAnnealing,10,100,572,8586,102,0.80
SimulatedAnnealing,10,100,499,8135,102,0.80
SimulatedAnnealing,10,100,449,6602,69,0.80
SimulatedAnnealing,10,100,499,8205,102,0.80
SimulatedAnnealing,10,100,469,7715,67,0.80
SimulatedAnnealing,10,100,494,8485,102,0.80
SimulatedAnnealing,10,100,486,9558,102,0.80
SimulatedAnnealing,10,100,531,8766,102,0.80
SimulatedAnnealing,10,100,468,9017,102,0.80
SimulatedAnnealing,10,100,562,8145,102,0.80
SimulatedAnnealing,10,100,484,8236,102,0.80
SimulatedAnnealing,10,100,543,8757,102,0.80
SimulatedAnnealing,10,100,542,8426,102,0.80
SimulatedAnnealing,10,100,461,6522,68,0.80
SimulatedAnnealing,10,100,495,8225,102,0.80
SimulatedAnnealing,10,100,529,8255,102,0.80
SimulatedAnnealing,10,100,457,6452,68,0.80
SimulatedAnnealing,10,100,532,9498,102,0.80
