heuristic,machines,tasks,makespan,time_nano,iterations,param
SimulatedAnnealing,10,100,481,6332,69,0.80
SimulatedAnnealing,10,100,566,9458,102,0.80
SimulatedAnnealing,10,100,509,8215,102,0.80
SimulatedAnnealing,10,100,482,6252,67,0.80
SimulatedAnnealing,10,100,535,8456,102,0.80
SimulatedAnnealing,10,100,566,8496,102,0.80
SimulatedAnnealing,10,100,480,8436,102,0.80
SimulatedAnnealing,10,100,488,8075,102,0.80
SimulatedAnnealing,10,100,494,9568,102,0.80
SimulatedAnnealing,10,100,480,6432,69,0.80
SimulatedAnnealing,10,100,481,7584,69,0.80
SimulatedAnnealing,10,100,529,8215,102,0.80
SimulatedAnnealing,10,100,498,8116,102,0.80
SimulatedAnnealing,10,100,488,7985,102,0.80
SimulatedAnnealing,10,100,427,6342,67,0.80
SimulatedAnnealing,10,100,500,7995,73,0.80
SimulatedAnnealing,10,100,509,6603,70,0.80
SimulatedAnnealing,10,100,513,9357,102,0.80
SimulatedAnnealing,10,100,494,6523,69,0.80
SimulatedAnnealing,10,100,519,9277,102,0.80
SimulatedAnnealing,10,100,537,8175,102,0.80
SimulatedAnnealing,10,100,540,8176,102,0.80
SimulatedAnnealing,10,100,548,8647,102,0.80
SimulatedAnnealing,10,100,515,8045,102,0.80
SimulatedAnnealing,10,100,498,10700,102,0.80
SimulatedAnnealing,10,100,515,6502,68,0.80
SimulatedAnnealing,10,100,492,9548,102,0.80
SimulatedAnnealing,10,100,462,6342,67,0.80
SimulatedAnnealing,10,100,515,9438,102,0.80
SimulatedAnnealing,10,100,459,6633,70,0.80
SimulatedAnnealing,10,100,532,8265,102,0.80
SimulatedAnnealing,10,100,473,6282,63,0.80
SimulatedAnnealing,10,100,509,8065,102,0.80
SimulatedAnnealing,10,100,472,6381,67,0.80
SimulatedAnnealing,10,100,572,6382,70,0.80
SimulatedAnnealing,10,100,520,6341,69,0.80
SimulatedAnnealing,10,100,533,7985,102,0.80
SimulatedAnnealing,10,100,488,13686,102,0.85
SimulatedAnnealing,10,100,526,8286,102,0.85
SimulatedAnnealing,10,100,556,9818,102,0.85
SimulatedAnnealing,10,100,522,6152,69,0.85
SimulatedAnnealing,10,100,510,8176,102,0.85
SimulatedAnnealing,10,100,527,7945,102,0.85
SimulatedAnnealing,10,100,545,8225,102,0.85
SimulatedAnnealing,10,100,517,8516,102,0.85
SimulatedAnnealing,10,100,545,8556,102,0.85
SimulatedAnnealing,10,100,510,8125,102,0.85
SimulatedAnnealing,10,100,554,8476,102,0.85
SimulatedAnnealing,10,100,483,9418,102,0.85
SimulatedAnnealing,10,100,507,8105,102,0.85
SimulatedAnnealing,10,100,468,9378,102,0.85
SimulatedAnnealing,10,100,507,8296,102,0.85
SimulatedAnnealing,10,100,538,9478,102,0.85
SimulatedAnnealing,10,100,502,8125,102,0.85
SimulatedAnnealing,10,100,525,8195,102,0.85
SimulatedAnnealing,10,100,456,6031,67,0.85
SimulatedAnnealing,10,100,547,8626,102,0.85
SimulatedAnnealing,10,100,482,8606,102,0.85
SimulatedAnnealing,10,100,539,8355,102,0.85
SimulatedAnnealing,10,100,486,7735,66,0.85
SimulatedAnnealing,10,100,547,8536,102,0.85
SimulatedAnnealing,10,100,538,9388,102,0.85
SimulatedAnnealing,10,100,515,9317,102,0.85
SimulatedAnnealing,10,100,472,8536,68,0.85
SimulatedAnnealing,10,100,449,6251,67,0.85
SimulatedAnnealing,10,100,525,8455,102,0.85
SimulatedAnnealing,10,100,470,6292,67,0.85
SimulatedAnnealing,10,100,440,6452,68,0.85
SimulatedAnnealing,10,100,462,6272,68,0.85
SimulatedAnnealing,10,100,527,8185,102,0.85
SimulatedAnnealing,10,100,496,8145,102,0.85
SimulatedAnnealing,10,100,518,8356,102,0.85
SimulatedAnnealing,10,100,523,9938,102,0.85
SimulatedAnnealing,10,100,507,6372,71,0.85
SimulatedAnnealing,10,100,536,9769,102,0.85
SimulatedAnnealing,10,100,471,6282,67,0.85
SimulatedAnnealing,10,100,533,6493,71,0.85
SimulatedAnnealing,10,100,520,8546,102,0.85
SimulatedAnnealing,10,100,492,8315,102,0.85
SimulatedAnnealing,10,100,498,8315,102,0.85
SimulatedAnnealing,10,100,491,6261,67,0.85
SimulatedAnnealing,10,100,529,8336,102,0.85
SimulatedAnnealing,10,100,497,6783,70,0.85
SimulatedAnnealing,10,100,493,10580,102,0.85
SimulatedAnnealing,10,100,551,8396,102,0.85
SimulatedAnnealing,10,100,535,10279,102,0.85
SimulatedAnnealing,10,100,520,6382,68,0.85
SimulatedAnnealing,10,100,532,8325,102,0.85
SimulatedAnnealing,10,100,516,8236,102,0.85
SimulatedAnnealing,10,100,550,6292,69,0.85
SimulatedAnnealing,10,100,517,8225,102,0.85
SimulatedAnnealing,10,100,551,8256,102,0.85
SimulatedAnnealing,10,100,530,9608,102,0.85
SimulatedAnnealing,10,100,488,6041,68,0.85
SimulatedAnnealing,10,100,417,14057,102,0.85
SimulatedAnnealing,10,100,510,6632,70,0.85
SimulatedAnnealing,10,100,530,7765,71,0.85
SimulatedAnnealing,10,100,485,6452,68,0.85
SimulatedAnnealing,10,100,523,8526,102,0.85
SimulatedAnnealing,10,100,512,9839,102,0.85
SimulatedAnnealing,10,100,490,8265,102,0.85
SimulatedAnnealing,10,100,524,9177,102,0.85
SimulatedAnnealing,10,100,551,8145,102,0.85
SimulatedAnnealing,10,100,554,10580,102,0.85
SimulatedAnnealing,10,100,514,8677,102,0.85
SimulatedAnnealing,10,100,554,9538,102,0.85
SimulatedAnnealing,10,100,558,8395,102,0.85
SimulatedAnnealing,10,100,549,8546,102,0.85
SimulatedAnnealing,10,100,582,8336,102,0.85
SimulatedAnnealing,10,100,607,8415,102,0.85
SimulatedAnnealing,10,100,499,7504,67,0.85
SimulatedAnnealing,10,100,513,8176,102,0.85
SimulatedAnnealing,10,100,505,7515,70,0.85
SimulatedAnnealing,10,100,497,8506,102,0.85
SimulatedAnnealing,10,100,479,6302,67,0.85
SimulatedAnnealing,10,100,495,8485,102,0.85
SimulatedAnnealing,10,100,548,8557,102,0.85
SimulatedAnnealing,10,100,545,9537,102,0.85
SimulatedAnnealing,10,100,468,8446,102,0.85
SimulatedAnnealing,10,100,499,9969,102,0.85
SimulatedAnnealing,10,100,489,8175,102,0.85
SimulatedAnnealing,10,100,489,8386,102,0.85
SimulatedAnnealing,10,100,552,8226,102,0.85
SimulatedAnnealing,10,100,494,8246,102,0.85
SimulatedAnnealing,10,100,502,6452,68,0.85
SimulatedAnnealing,10,100,560,8426,102,0.85
SimulatedAnnealing,10,100,438,8145,102,0.85
SimulatedAnnealing,10,100,518,8245,102,0.85
SimulatedAnnealing,10,100,506,10029,102,0.85
SimulatedAnnealing,10,100,558,8135,102,0.85
SimulatedAnnealing,10,100,505,9689,102,0.85
SimulatedAnnealing,10,100,569,8265,102,0.85
SimulatedAnnealing,10,100,438,8145,102,0.85
SimulatedAnnealing,10,100,508,8066,102,0.85
SimulatedAnnealing,10,100,498,6372,71,0.85
SimulatedAnnealing,10,100,466,6382,69,0.85
SimulatedAnnealing,10,100,520,8436,102,0.85
SimulatedAnnealing,10,100,572,8205,102,0.90
SimulatedAnnealing,10,100,472,6342,67,0.90
SimulatedAnnealing,10,100,465,9568,102,0.90
SimulatedAnnealing,10,100,515,8356,102,0.90
SimulatedAnnealing,10,100,516,9448,102,0.90
SimulatedAnnealing,10,100,495,8386,102,0.90
SimulatedAnnealing,10,100,485,8165,102,0.90
SimulatedAnnealing,10,100,503,8075,102,0.90
SimulatedAnnealing,10,100,472,8186,102,0.90
SimulatedAnnealing,10,100,477,8577,102,0.90
SimulatedAnnealing,10,100,491,8146,102,0.90
SimulatedAnnealing,10,100,508,8265,102,0.90
SimulatedAnnealing,10,100,529,8506,102,0.90
SimulatedAnnealing,10,100,533,9888,102,0.90
SimulatedAnnealing,10,100,480,8396,102,0.90
SimulatedAnnealing,10,100,526,9618,102,0.90
SimulatedAnnealing,10,100,497,8456,102,0.90
SimulatedAnnealing,10,100,526,8306,102,0.90
SimulatedAnnealing,10,100,541,8826,102,0.90
SimulatedAnnealing,10,100,486,8436,102,0.90
SimulatedAnnealing,10,100,447,8436,102,0.90
SimulatedAnnealing,10,100,491,6392,68,0.90
SimulatedAnnealing,10,100,524,9478,102,0.90
SimulatedAnnealing,10,100,534,8355,102,0.90
SimulatedAnnealing,10,100,488,10940,102,0.90
SimulatedAnnealing,10,100,486,6492,69,0.90
SimulatedAnnealing,10,100,489,8606,102,0.90
SimulatedAnnealing,10,100,515,8145,102,0.90
SimulatedAnnealing,10,100,564,8125,102,0.90
SimulatedAnnealing,10,100,520,6522,72,0.90
SimulatedAnnealing,10,100,575,8075,102,0.90
SimulatedAnnealing,10,100,505,9839,102,0.90
SimulatedAnnealing,10,100,543,8436,102,0.90
SimulatedAnnealing,10,100,587,9468,102,0.90
SimulatedAnnealing,10,100,552,8486,102,0.90
SimulatedAnnealing,10,100,535,8306,102,0.90
SimulatedAnnealing,10,100,497,6382,68,0.90
SimulatedAnnealing,10,100,534,8406,102,0.90
SimulatedAnnealing,10,100,525,8366,102,0.90
SimulatedAnnealing,10,100,539,8456,102,0.90
SimulatedAnnealing,10,100,477,9779,102,0.90
SimulatedAnnealing,10,100,471,8005,102,0.90
SimulatedAnnealing,10,100,526,9788,102,0.90
SimulatedAnnealing,10,100,501,6282,68,0.90
SimulatedAnnealing,10,100,438,6122,64,0.90
SimulatedAnnealing,10,100,499,8636,102,0.90
SimulatedAnnealing,10,100,476,8315,102,0.90
SimulatedAnnealing,10,100,518,8235,102,0.90
SimulatedAnnealing,10,100,520,8466,102,0.90
SimulatedAnnealing,10,100,486,8095,102,0.90
SimulatedAnnealing,10,100,527,8396,102,0.90
SimulatedAnnealing,10,100,501,7314,67,0.90
SimulatedAnnealing,10,100,477,6392,66,0.90
SimulatedAnnealing,10,100,480,7864,67,0.90
SimulatedAnnealing,10,100,551,6452,70,0.90
SimulatedAnnealing,10,100,453,9257,102,0.90
SimulatedAnnealing,10,100,543,8075,102,0.90
SimulatedAnnealing,10,100,606,8355,102,0.90
SimulatedAnnealing,10,100,455,6402,68,0.90
SimulatedAnnealing,10,100,562,8405,102,0.90
SimulatedAnnealing,10,100,487,8126,102,0.90
SimulatedAnnealing,10,100,529,8396,102,0.90
SimulatedAnnealing,10,100,490,8045,102,0.90
SimulatedAnnealing,10,100,511,8446,102,0.90
SimulatedAnnealing,10,100,506,10710,102,0.90
SimulatedAnnealing,10,100,518,8516,102,0.90
SimulatedAnnealing,10,100,554,8405,102,0.90
SimulatedAnnealing,10,100,514,8466,102,0.90
SimulatedAnnealing,10,100,536,8556,102,0.90
SimulatedAnnealing,10,100,533,8696,102,0.90
SimulatedAnnealing,10,100,523,6483,69,0.90
SimulatedAnnealing,10,100,505,8095,102,0.90
SimulatedAnnealing,10,100,518,6232,69,0.90
SimulatedAnnealing,10,100,492,10279,102,0.90
SimulatedAnnealing,10,100,504,8556,102,0.90
SimulatedAnnealing,10,100,518,9608,102,0.90
SimulatedAnnealing,10,100,495,8065,102,0.90
SimulatedAnnealing,10,100,481,8275,102,0.90
SimulatedAnnealing,10,100,497,8185,102,0.90
SimulatedAnnealing,10,100,456,8125,102,0.90
SimulatedAnnealing,10,100,526,8326,102,0.90
SimulatedAnnealing,10,100,514,8465,102,0.90
SimulatedAnnealing,10,100,516,13145,102,0.90
SimulatedAnnealing,10,100,517,8295,102,0.90
SimulatedAnnealing,10,100,470,10490,102,0.90
SimulatedAnnealing,10,100,492,8386,102,0.90
SimulatedAnnealing,10,100,529,9708,102,0.90
SimulatedAnnealing,10,100,517,8346,102,0.90
SimulatedAnnealing,10,100,512,8275,102,0.90
SimulatedAnnealing,10,100,481,8165,102,0.90
SimulatedAnnealing,10,100,513,8436,102,0.90
SimulatedAnnealing,10,100,502,8215,102,0.90
SimulatedAnnealing,10,100,516,8276,102,0.90
SimulatedAnnealing,10,100,499,6412,69,0.90
SimulatedAnnealing,10,100,517,8556,102,0.90
SimulatedAnnealing,10,100,519,9227,102,0.90
SimulatedAnnealing,10,100,488,8176,102,0.90
SimulatedAnnealing,10,100,540,9437,102,0.90
SimulatedAnnealing,10,100,535,8375,102,0.90
SimulatedAnnealing,10,100,536,8336,102,0.90
SimulatedAnnealing,10,100,548,8395,102,0.95
SimulatedAnnealing,10,100,486,8445,102,0.95
SimulatedAnnealing,10,100,511,8395,102,0.95
SimulatedAnnealing,10,100,499,8556,102,0.95
SimulatedAnnealing,10,100,541,9939,102,0.95
SimulatedAnnealing,10,100,482,8495,102,0.95
SimulatedAnnealing,10,100,546,7884,71,0.95
SimulatedAnnealing,10,100,507,8196,102,0.95
SimulatedAnnealing,10,100,500,6412,69,0.95
SimulatedAnnealing,10,100,527,8496,102,0.95
SimulatedAnnealing,10,100,552,8717,102,0.95
SimulatedAnnealing,10,100,476,8346,102,0.95
SimulatedAnnealing,10,100,523,8306,102,0.95
SimulatedAnnealing,10,100,563,8315,102,0.95
SimulatedAnnealing,10,100,530,8786,102,0.95
SimulatedAnnealing,10,100,493,9738,102,0.95
SimulatedAnnealing,10,100,500,8236,102,0.95
SimulatedAnnealing,10,100,522,7514,68,0.95
SimulatedAnnealing,10,100,472,8365,102,0.95
SimulatedAnnealing,10,100,503,8225,102,0.95
SimulatedAnnealing,10,100,478,8185,102,0.95
SimulatedAnnealing,10,100,470,8717,102,0.95
SimulatedAnnealing,10,100,556,8456,102,0.95
SimulatedAnnealing,10,100,537,8727,102,0.95
SimulatedAnnealing,10,100,532,9197,102,0.95
SimulatedAnnealing,10,100,526,8325,102,0.95
SimulatedAnnealing,10,100,535,7674,70,0.95
SimulatedAnnealing,10,100,543,8787,102,0.95
SimulatedAnnealing,10,100,560,8195,102,0.95
SimulatedAnnealing,10,100,477,8446,102,0.95
SimulatedAnnealing,10,100,539,8276,102,0.95
SimulatedAnnealing,10,100,488,6502,69,0.95
SimulatedAnnealing,10,100,515,8335,102,0.95
SimulatedAnnealing,10,100,464,9939,102,0.95
SimulatedAnnealing,10,100,535,8726,102,0.95
SimulatedAnnealing,10,100,555,8706,102,0.95
SimulatedAnnealing,10,100,535,8286,102,0.95
SimulatedAnnealing,10,100,607,8696,102,0.95
SimulatedAnnealing,10,100,488,8465,102,0.95
SimulatedAnnealing,10,100,544,8396,102,0.95
SimulatedAnnealing,10,100,529,9488,102,0.95
SimulatedAnnealing,10,100,510,8917,102,0.95
SimulatedAnnealing,10,100,561,8707,102,0.95
SimulatedAnnealing,10,100,548,8586,102,0.95
SimulatedAnnealing,10,100,541,6311,68,0.95
SimulatedAnnealing,10,100,497,6543,69,0.95
SimulatedAnnealing,10,100,450,6582,70,0.95
SimulatedAnnealing,10,100,502,7364,68,0.95
SimulatedAnnealing,10,100,479,8425,102,0.95
SimulatedAnnealing,10,100,587,10079,102,0.95
SimulatedAnnealing,10,100,554,8275,102,0.95
SimulatedAnnealing,10,100,511,8426,102,0.95
SimulatedAnnealing,10,100,507,8396,102,0.95
SimulatedAnnealing,10,100,491,8025,102,0.95
SimulatedAnnealing,10,100,575,8696,102,0.95
SimulatedAnnealing,10,100,547,8496,102,0.95
SimulatedAnnealing,10,100,486,8837,102,0.95
SimulatedAnnealing,10,100,499,8236,102,0.95
SimulatedAnnealing,10,100,475,9638,102,0.95
SimulatedAnnealing,10,100,593,8476,102,0.95
SimulatedAnnealing,10,100,519,9718,102,0.95
SimulatedAnnealing,10,100,498,8345,102,0.95
SimulatedAnnealing,10,100,563,8186,102,0.95
SimulatedAnnealing,10,100,480,8556,102,0.95
SimulatedAnnealing,10,100,517,8486,102,0.95
SimulatedAnnealing,10,100,557,8836,102,0.95
SimulatedAnnealing,10,100,532,8306,102,0.95
SimulatedAnnealing,10,100,517,9447,102,0.95
SimulatedAnnealing,10,100,547,8556,102,0.95
SimulatedAnnealing,10,100,498,9828,102,0.95
SimulatedAnnealing,10,100,559,8667,102,0.95
SimulatedAnnealing,10,100,502,8566,102,0.95
SimulatedAnnealing,10,100,543,8717,102,0.95
SimulatedAnnealing,10,100,497,8276,102,0.95
SimulatedAnnealing,10,100,534,8376,102,0.95
SimulatedAnnealing,10,100,531,8436,102,0.95
SimulatedAnnealing,10,100,517,7634,70,0.95
SimulatedAnnealing,10,100,502,6552,68,0.95
SimulatedAnnealing,10,100,509,9518,102,0.95
SimulatedAnnealing,10,100,509,8526,102,0.95
SimulatedAnnealing,10,100,541,6463,68,0.95
SimulatedAnnealing,10,100,542,8466,102,0.95
SimulatedAnnealing,10,100,523,8315,102,0.95
SimulatedAnnealing,10,100,515,8606,102,0.95
SimulatedAnnealing,10,100,521,6512,69,0.95
SimulatedAnnealing,10,100,521,8145,102,0.95
SimulatedAnnealing,10,100,472,8145,102,0.95
SimulatedAnnealing,10,100,470,9438,102,0.95
SimulatedAnnealing,10,100,589,8145,102,0.95
SimulatedAnnealing,10,100,577,9558,102,0.95
SimulatedAnnealing,10,100,548,8465,102,0.95
SimulatedAnnealing,10,100,427,8145,102,0.95
SimulatedAnnealing,10,100,521,6592,68,0.95
SimulatedAnnealing,10,100,451,6202,67,0.95
SimulatedAnnealing,10,100,556,8386,102,0.95
SimulatedAnnealing,10,100,628,8265,102,0.95
SimulatedAnnealing,10,100,531,6492,70,0.95
SimulatedAnnealing,10,100,560,8476,102,0.95
SimulatedAnnealing,10,100,565,9678,102,0.95
SimulatedAnnealing,10,100,520,8837,102,0.95
SimulatedAnnealing,10,100,551,10169,102,0.99
SimulatedAnnealing,10,100,523,8496,102,0.99
SimulatedAnnealing,10,100,515,6672,71,0.99
SimulatedAnnealing,10,100,505,8355,102,0.99
SimulatedAnnealing,10,100,478,6492,66,0.99
SimulatedAnnealing,10,100,462,6191,64,0.99
SimulatedAnnealing,10,100,472,6482,70,0.99
SimulatedAnnealing,10,100,433,8316,102,0.99
SimulatedAnnealing,10,100,482,8225,102,0.99
SimulatedAnnealing,10,100,586,9638,102,0.99
SimulatedAnnealing,10,100,578,9768,102,0.99
SimulatedAnnealing,10,100,622,9719,102,0.99
SimulatedAnnealing,10,100,501,6422,68,0.99
SimulatedAnnealing,10,100,506,6793,69,0.99
SimulatedAnnealing,10,100,512,8856,102,0.99
SimulatedAnnealing,10,100,582,8846,102,0.99
SimulatedAnnealing,10,100,580,12683,102,0.99
SimulatedAnnealing,10,100,533,8817,102,0.99
SimulatedAnnealing,10,100,550,8045,71,0.99
SimulatedAnnealing,10,100,540,7995,102,0.99
SimulatedAnnealing,10,100,516,8647,102,0.99
SimulatedAnnealing,10,100,548,8936,102,0.99
SimulatedAnnealing,10,100,576,8946,102,0.99
SimulatedAnnealing,10,100,511,8405,102,0.99
SimulatedAnnealing,10,100,506,9117,102,0.99
SimulatedAnnealing,10,100,555,9237,102,0.99
SimulatedAnnealing,10,100,506,8806,102,0.99
SimulatedAnnealing,10,100,568,8365,102,0.99
SimulatedAnnealing,10,100,498,8486,102,0.99
SimulatedAnnealing,10,100,507,8526,102,0.99
SimulatedAnnealing,10,100,524,8385,102,0.99
SimulatedAnnealing,10,100,621,8777,102,0.99
SimulatedAnnealing,10,100,567,8455,102,0.99
SimulatedAnnealing,10,100,587,8927,102,0.99
SimulatedAnnealing,10,100,613,9959,102,0.99
SimulatedAnnealing,10,100,549,6553,71,0.99
SimulatedAnnealing,10,100,535,8285,102,0.99
SimulatedAnnealing,10,100,556,8205,102,0.99
SimulatedAnnealing,10,100,527,8526,102,0.99
SimulatedAnnealing,10,100,572,8526,102,0.99
SimulatedAnnealing,10,100,580,8496,102,0.99
SimulatedAnnealing,10,100,629,10459,102,0.99
SimulatedAnnealing,10,100,469,6432,68,0.99
SimulatedAnnealing,10,100,605,10018,102,0.99
SimulatedAnnealing,10,100,525,8597,102,0.99
SimulatedAnnealing,10,100,514,8035,102,0.99
SimulatedAnnealing,10,100,496,6563,71,0.99
SimulatedAnnealing,10,100,563,8636,102,0.99
SimulatedAnnealing,10,100,617,8837,102,0.99
SimulatedAnnealing,10,100,508,8276,102,0.99
SimulatedAnnealing,10,100,600,9978,102,0.99
SimulatedAnnealing,10,100,488,6502,68,0.99
SimulatedAnnealing,10,100,516,9408,102,0.99
SimulatedAnnealing,10,100,573,8435,102,0.99
SimulatedAnnealing,10,100,563,9457,102,0.99
SimulatedAnnealing,10,100,545,8716,102,0.99
SimulatedAnnealing,10,100,555,9147,102,0.99
SimulatedAnnealing,10,100,499,6532,68,0.99
SimulatedAnnealing,10,100,568,8526,102,0.99
SimulatedAnnealing,10,100,499,9628,102,0.99
SimulatedAnnealing,10,100,585,8556,102,0.99
SimulatedAnnealing,10,100,494,9769,102,0.99
SimulatedAnnealing,10,100,512,8657,102,0.99
SimulatedAnnealing,10,100,528,8787,102,0.99
SimulatedAnnealing,10,100,552,8546,102,0.99
SimulatedAnnealing,10,100,525,8987,102,0.99
SimulatedAnnealing,10,100,533,9909,102,0.99
SimulatedAnnealing,10,100,550,8486,102,0.99
SimulatedAnnealing,10,100,469,10139,102,0.99
SimulatedAnnealing,10,100,514,8666,102,0.99
SimulatedAnnealing,10,100,528,6822,71,0.99
SimulatedAnnealing,10,100,553,8696,102,0.99
SimulatedAnnealing,10,100,523,8817,102,0.99
SimulatedAnnealing,10,100,574,8496,102,0.99
SimulatedAnnealing,10,100,553,8616,102,0.99
SimulatedAnnealing,10,100,476,8506,102,0.99
SimulatedAnnealing,10,100,495,8576,102,0.99
SimulatedAnnealing,10,100,489,9949,102,0.99
SimulatedAnnealing,10,100,488,6603,70,0.99
SimulatedAnnealing,10,100,563,9919,102,0.99
SimulatedAnnealing,10,100,482,6863,69,0.99
SimulatedAnnealing,10,100,569,8736,102,0.99
SimulatedAnnealing,10,100,513,8366,102,0.99
SimulatedAnnealing,10,100,513,8566,102,0.99
SimulatedAnnealing,10,100,518,8426,102,0.99
SimulatedAnnealing,10,100,533,8737,102,0.99
SimulatedAnnealing,10,100,588,9818,102,0.99
SimulatedAnnealing,10,100,537,8316,102,0.99
SimulatedAnnealing,10,100,527,7434,69,0.99
SimulatedAnnealing,10,100,460,8486,102,0.99
SimulatedAnnealing,10,100,513,8215,102,0.99
SimulatedAnnealing,10,100,451,6862,72,0.99
SimulatedAnnealing,10,100,487,9197,102,0.99
SimulatedAnnealing,10,100,552,8505,102,0.99
SimulatedAnnealing,10,100,506,9327,102,0.99
SimulatedAnnealing,10,100,525,9949,102,0.99
SimulatedAnnealing,10,100,472,6282,67,0.99
SimulatedAnnealing,10,100,498,11451,102,0.99
SimulatedAnnealing,10,100,544,8696,102,0.99
SimulatedAnnealing,10,100,506,8516,102,0.99
SimulatedAnnealing,20,90,270,11842,92,0.80
SimulatedAnnealing,20,90,270,10960,92,0.80
SimulatedAnnealing,20,90,255,9348,92,0.80
SimulatedAnnealing,20,90,262,7945,72,0.80
SimulatedAnnealing,20,90,294,9658,92,0.80
SimulatedAnnealing,20,90,226,8065,72,0.80
SimulatedAnnealing,20,90,266,10509,92,0.80
SimulatedAnnealing,20,90,298,10760,92,0.80
SimulatedAnnealing,20,90,288,10620,92,0.80
SimulatedAnnealing,20,90,319,16681,92,0.80
SimulatedAnnealing,20,90,234,9548,92,0.80
SimulatedAnnealing,20,90,284,9678,92,0.80
SimulatedAnnealing,20,90,275,9438,92,0.80
SimulatedAnnealing,20,90,258,10991,92,0.80
SimulatedAnnealing,20,90,285,10851,92,0.80
SimulatedAnnealing,20,90,250,10429,92,0.80
SimulatedAnnealing,20,90,294,10951,92,0.80
SimulatedAnnealing,20,90,269,9618,92,0.80
SimulatedAnnealing,20,90,270,9427,92,0.80
SimulatedAnnealing,20,90,225,7944,70,0.80
SimulatedAnnealing,20,90,228,9408,92,0.80
SimulatedAnnealing,20,90,272,9688,92,0.80
SimulatedAnnealing,20,90,270,10911,92,0.80
SimulatedAnnealing,20,90,304,10560,92,0.80
SimulatedAnnealing,20,90,277,10910,92,0.80
SimulatedAnnealing,20,90,267,9398,92,0.80
SimulatedAnnealing,20,90,285,9668,92,0.80
SimulatedAnnealing,20,90,273,9709,92,0.80
SimulatedAnnealing,20,90,271,9939,92,0.80
SimulatedAnnealing,20,90,269,11151,92,0.80
SimulatedAnnealing,20,90,276,10319,92,0.80
SimulatedAnnealing,20,90,278,11141,92,0.80
SimulatedAnnealing,20,90,216,9488,70,0.80
SimulatedAnnealing,20,90,284,9849,92,0.80
SimulatedAnnealing,20,90,256,9448,92,0.80
SimulatedAnnealing,20,90,277,9568,92,0.80
SimulatedAnnealing,20,90,272,9798,92,0.80
SimulatedAnnealing,20,90,297,10690,92,0.80
SimulatedAnnealing,20,90,256,10801,92,0.80
SimulatedAnnealing,20,90,234,10900,92,0.80
SimulatedAnnealing,20,90,224,8907,72,0.80
SimulatedAnnealing,20,90,296,9528,92,0.80
SimulatedAnnealing,20,90,265,9558,92,0.80
SimulatedAnnealing,20,90,272,9598,92,0.80
SimulatedAnnealing,20,90,241,9508,92,0.80
SimulatedAnnealing,20,90,273,10600,92,0.80
SimulatedAnnealing,20,90,276,10941,92,0.80
SimulatedAnnealing,20,90,283,13676,92,0.80
SimulatedAnnealing,20,90,292,9327,92,0.80
SimulatedAnnealing,20,90,272,9428,92,0.80
SimulatedAnnealing,20,90,268,9448,92,0.80
SimulatedAnnealing,20,90,256,9328,92,0.80
SimulatedAnnealing,20,90,245,9578,92,0.80
SimulatedAnnealing,20,90,233,10650,92,0.80
SimulatedAnnealing,20,90,231,12914,92,0.80
SimulatedAnnealing,20,90,267,10720,92,0.80
SimulatedAnnealing,20,90,256,9438,92,0.80
SimulatedAnnealing,20,90,266,9298,92,0.80
SimulatedAnnealing,20,90,248,9378,92,0.80
SimulatedAnnealing,20,90,285,9317,92,0.80
SimulatedAnnealing,20,90,318,11201,92,0.80
SimulatedAnnealing,20,90,246,10310,92,0.80
SimulatedAnnealing,20,90,258,10890,92,0.80
SimulatedAnnealing,20,90,285,10951,92,0.80
SimulatedAnnealing,20,90,285,9748,92,0.80
SimulatedAnnealing,20,90,290,9498,92,0.80
SimulatedAnnealing,20,90,250,9487,92,0.80
SimulatedAnnealing,20,90,277,9297,92,0.80
SimulatedAnnealing,20,90,248,12403,92,0.80
SimulatedAnnealing,20,90,233,10740,92,0.80
SimulatedAnnealing,20,90,293,10741,92,0.80
SimulatedAnnealing,20,90,277,10950,92,0.80
SimulatedAnnealing,20,90,227,9367,92,0.80
SimulatedAnnealing,20,90,289,9528,92,0.80
SimulatedAnnealing,20,90,274,9298,92,0.80
SimulatedAnnealing,20,90,296,9788,92,0.80
SimulatedAnnealing,20,90,270,10660,92,0.80
SimulatedAnnealing,20,90,270,10490,92,0.80
SimulatedAnnealing,20,90,343,14177,92,0.80
SimulatedAnnealing,20,90,235,9568,92,0.80
SimulatedAnnealing,20,90,274,9388,92,0.80
SimulatedAnnealing,20,90,244,8286,71,0.80
SimulatedAnnealing,20,90,286,9989,92,0.80
SimulatedAnnealing,20,90,245,9408,92,0.80
SimulatedAnnealing,20,90,287,10920,92,0.80
SimulatedAnnealing,20,90,296,12123,92,0.80
SimulatedAnnealing,20,90,240,10600,92,0.80
SimulatedAnnealing,20,90,277,9749,92,0.80
SimulatedAnnealing,20,90,276,9518,92,0.80
SimulatedAnnealing,20,90,281,9438,92,0.80
SimulatedAnnealing,20,90,257,9397,92,0.80
SimulatedAnnealing,20,90,248,10550,92,0.80
SimulatedAnnealing,20,90,221,8736,67,0.80
SimulatedAnnealing,20,90,266,10149,92,0.80
SimulatedAnnealing,20,90,236,10690,92,0.80
SimulatedAnnealing,20,90,264,9508,92,0.80
SimulatedAnnealing,20,90,284,9408,92,0.80
SimulatedAnnealing,20,90,261,9648,92,0.80
SimulatedAnnealing,20,90,285,9487,92,0.80
SimulatedAnnealing,20,90,274,10299,92,0.80
